PSAP ID,PSAP Name,State,County,City,Type of Change,Comments
1426,Woodbridge Police Department,CT,New Haven,Woodbridge,NC,
1427,Dc Fire And Emergency Medical Services,DC,District Of Columbia,Washington,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1428,District Of Columbia Defense Protective Services,DC,District Of Columbia,Washington,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1429,District Of Columbia Emergency Management Agency,DC,District Of Columbia,Washington,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1430,District Of Columbia Fire Department,DC,District Of Columbia,Washington,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8360,Us Navy Jb Anacostia Bolling Ldc,DC,District Of Columbia,District Of Columbia,A,PSAP was added since the original posting of the FCC Registry.
8361,Us Navy Nsf Naval Observatory Ldc,DC,District Of Columbia,District Of Columbia,A,PSAP was added since the original posting of the FCC Registry.
8362,Us Navy Nsf Naval Research Laboratory Ldc,DC,Dist Of Columbia,District Of Columbia,A,PSAP was added since the original posting of the FCC Registry.
8363,Us Navy Washington Naval Yard Rdc,DC,District Of Columbia,District Of Columbia,A,PSAP was added since the original posting of the FCC Registry.
8160,Washington Dc Office Of Unified Communications,DC,District Of Columbia,Washington,A,PSAP was added since the original posting of the FCC Registry.
1431,Washington Dc Police Department,DC,District Of Columbia,Washington,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1432,Washington Dc Public Safety Communications Center,DC,District Of Columbia,Washington,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #8160
1433,Dover Police 911 Center,DE,Kent,Dover,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
1434,Kent County Emergency Operations Center,DE,Kent,Dover,NC,
1435,New Castle County Emergency Operations Center,DE,New Castle,New Castle,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
1436,Newark 9-1-1 Center-newark Police Department,DE,New Castle,Newark,NC,
1437,Rehoboth 9-1-1 Center-rehoboth Police Department,DE,Sussex,Rehoboth,NC,
1438,Seaford 9-1-1 Center-seaford Police Department,DE,Sussex,Seaford,NC,
1439,Sussex County Emergency Operations Center,DE,Sussex,Georgetown,NC,
1440,University Of Delaware 9-1-1 Center,DE,New Castle,Newark,NC,
1441,Wilmington 9-1-1 Center,DE,New Castle,Wilmington,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
1442,Alachua County Fire Rescue,FL,Alachua,Gainesville,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1443
1443,Alachua County Sheriffs Office - Combined Comm. Ctr.,FL,Alachua,Gainesville,NC,
1444,Altamonte Springs Police,FL,Seminole,Altamonte Springs,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1445,Apopka Police And Fire Departments,FL,Orange,Apopka,NC,
7912,Arcadia Police Dept.,FL,De Soto,Arcadia,A,PSAP was added since the original posting of the FCC Registry.
1446,Atlantic Beach Police,FL,Duval,Atlantic Beach,NC,
1447,Atlantis Police Department,FL,Palm Beach,Atlantis,NC,
1448,Auburndale Fire Department,FL,Polk,Auburndale,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1449,Auburndale Police Department,FL,Polk,Auburndale,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8219,Aventura Police Department,FL,Dade,Aventura,A,PSAP was added since the original posting of the FCC Registry.
1450,Avon Park Police Department,FL,Highlands,Avon Park,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1451,Baker County Sheriffs Office,FL,Baker,Macclenny,NC,
1452,Bartow Fire Department,FL,Polk,Bartow,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1453,Bartow Police Department,FL,Polk,Bartow,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1454,Bay County Emergency Medical Center,FL,Bay,Panama City,NC,
1455,Bay County Emergency Services,FL,Bay,Panama City,NC,
1456,Bay County Sheriffs Department,FL,Bay,Panama City,NC,
1457,Belle Glade Police Department,FL,Palm Beach,Belle Glade,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
7914,Big Cypress Indian Reservation,FL,Hendry,Clewiston,A,PSAP was added since the original posting of the FCC Registry.
1458,Boca Raton Communications Center,FL,Palm Beach,Boca Raton,NC,
1459,Boynton Beach Communications Center,FL,Palm Beach,Boynton Beach,NC,
7924,Bradenton Police Dept.,FL,Manatee,Bradenton,A,PSAP was added since the original posting of the FCC Registry.
1460,Bradford County Sheriffs Office,FL,Bradford,Starke,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
7909,Brevard County,FL,Brevard,Rockledge,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1461,Brevard County Board Of County Commissioners,FL,Brevard,Viera,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1462,Brevard County Fire-rescue-ems,FL,Brevard,Rockledge,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1463
1463,Brevard County Sheriffs Department,FL,Brevard,Titusville,NC,
1464,Brooksville Police Department,FL,Hernando,Brooksville,NC,
7910,Broward County Central Backup,FL,Broward,Ft. Lauderdale,A,PSAP was added since the original posting of the FCC Registry.
1465,Broward County Fire And Rescue,FL,Broward,Ft Lauderdale,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1466,Broward County Sheriffs Office,FL,Broward,Ft Lauderdale,NC,
7911,Broward County South Backup,FL,Broward,Hollywood,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1467,Bushnell Sheriffs Department,FL,Sumter,Bushnell,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1468,Calhoun County Sheriffs Department,FL,Calhoun,Blountstown,NC,
1469,Camp Blanding Police Department-mp,FL,Clay,Camp Blanding,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1470,Cape Coral Police Department,FL,Lee,Cape Coral,NC,
1471,Capital Police,FL,Leon,Tallahassee,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1667
1472,Casselberry Police Department,FL,Seminole,Casselberry,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1473,Charlotte County Sheriffs Office,FL,Charlotte,Punta Gorda,NC,
7913,Chattahoochee Center,FL,Gadsden,Chattahoochee,A,PSAP was added since the original posting of the FCC Registry.
1474,Chiefland Police Department,FL,Levy,Chiefland,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1475,Citrus County Emergency Operations,FL,Citrus,Inverness,NC,
1476,City Of New Port Richey Police Department,FL,Pasco,New Port Richey,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #7938
1477,City Of Port Richey Police Department,FL,Pasco,Port Richey,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #7940
1478,City Of Zephyrhills Police Department,FL,Pasco,Zephyrhills,NC,
1479,Clay County Fire And Rescue,FL,Clay,Green Cove Springs,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1480
1480,Clay County Sheriffs Department,FL,Clay,Green Cove Springs,NC,
8243,Clearwater Police Department,FL,Pinellas,Clearwater,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1630
7917,Clermont Police Dept.,FL,Lake,Clermont,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1481,Clewiston Police Department,FL,Hendry,Clewiston,NC,
1482,Cocoa Beach Police,FL,Brevard,Cocoa Beach,NC,
1483,Cocoa City Police,FL,Brevard,Cocoa,NC,
1484,Coconut Creek Police Department,FL,Broward,Coconut Creek,NC,
1485,Collier County Sheriffs Office,FL,Collier,Naples,NC,
1486,Columbia County 9-1-1 - Eoc,FL,Columbia,Lake City,NC,
7947,Consolidated Communications,FL,Sarasota,Sarasota,A,PSAP was added since the original posting of the FCC Registry.
1487,Coral Gables Police And Fire,FL,Dade,Coral Gables,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
1488,Coral Springs Police,FL,Broward,Coral Springs,NC,
8341,Crestview Fire Department,FL,Okaloosa,Crestview,A,PSAP was added since the original posting of the FCC Registry.
7928,Crestview Primary,FL,Okaloosa,Crestview,A,PSAP was added since the original posting of the FCC Registry.
8008,Dade City Police Department,FL,Pasco,Dade City,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #7941
7941,Dade City Police Dept.,FL,Pasco,Dade City,A,PSAP was added since the original posting of the FCC Registry.
1489,Daytona Beach Police,FL,Volusia,Daytona Beach,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1490,Daytona Beach Shores Police,FL,Volusia,Daytona Beach Shores,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1491,De Land Police Department,FL,Volusia,De Land,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1492,Deerfield Beach Fire Rescue,FL,Broward,Deerfield Beach,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1493,Delray Beach Police Department,FL,Palm Beach,Delray Beach,NC,
1494,Deltona Fire Department,FL,Volusia,Deltona,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1495,Desoto County Sheriffs Office,FL,De Soto,Arcadia,NC,
1496,Dixie County Emergency Services,FL,Dixie,Cross City,NC,
1497,Dundee Fire Department,FL,Polk,Dundee,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1498,Dundee Police Department,FL,Polk,Dundee,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1499,Duval County Emergency 9-1-1,FL,Duval,Jacksonville,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1500,Edgewater Police,FL,Volusia,Edgewater,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
7933,Eglin Fire Dept.,FL,Okaloosa,Eglin Air Force Base,A,PSAP was added since the original posting of the FCC Registry.
7932,Eglin Law Enforcement,FL,Okaloosa,Eglin Air Force Base,A,PSAP was added since the original posting of the FCC Registry.
7934,Eglin Regional Hospital,FL,Okaloosa,Eglin Air Force Base,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1501,Emergency Communications System,FL,Volusia,Daytona Beach,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1502,Escambia County Emergency Management,FL,Escambia,Pensacola,NC,
1503,Escambia County Ems,FL,Escambia,Pensacola,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1502
1504,Escambia County Sheriff,FL,Escambia,Pensacola,NC,
1505,Eustis Police Department,FL,Lake,Eustis,NC,
7953,Evac Ambulance Co.,FL,Volusia,Holly Hill,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1690,Fernandina Beach Police Department,FL,Nassau,Yulee,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1594
1623,Flager County Backup,FL,Flagler,Bunnell,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1506
1506,Flagler County Primary,FL,Flagler,Bunnell,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
7922,Florida A&m University Police Dept.,FL,Leon,Tallahassee,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1667
7951,Florida Regional Ems,FL,Sumter,Mount Dora,A,PSAP was added since the original posting of the FCC Registry.
7921,Florida State University (fsu) Police Dept.,FL,Leon,Tallahassee,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1667
1507,Fort Meade Fire Department,FL,Polk,Fort Meade,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1508,Fort Meade Police Department,FL,Polk,Fort Meade,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
7929,Fort Walton Beach Police Dept.,FL,Okaloosa,Fort Walton Beach,A,PSAP was added since the original posting of the FCC Registry.
1509,Franklin County Sheriffs Department,FL,Franklin,Eastpoint,NC,
1510,Frostproof Fire Department,FL,Polk,Frostproof,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1511,Frostproof Police Department,FL,Polk,Frostproof,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1512,Ft Lauderdale Police,FL,Broward,Ft Lauderdale,NC,
1513,Ft Myers Police Department,FL,Lee,Ft Myers,NC,
1514,Gadsden County Sheriffs Office,FL,Gadsden,Quincy,NC,
1515,Gainesville Police Department,FL,Alachua,Gainesville,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #1443
1516,Gilchrist County Sheriffs Office,FL,Gilchrist,Trenton,NC,
1517,Glades County Sheriffs Office,FL,Glades,Moore Haven,NC,
1518,Greater Orlando Airport Authority,FL,Orange,Orlando,NC,
1519,Green Cove Springs Police Department,FL,Clay,Green Cove Springs,NC,
1520,Greenacres Public Safety,FL,Palm Beach,Greenacres,NC,
7918,Groveland Police Dept.,FL,Lake,Groveland,A,PSAP was added since the original posting of the FCC Registry.
7946,Gulf Breeze Police Dept.,FL,Santa Rosa,Gulf Breeze,A,PSAP was added since the original posting of the FCC Registry.
1521,Gulf County Sheriffs Office,FL,Gulf,Port St Joe,NC,
8244,Gulfport Police Department,FL,Pinellas,Gulfport,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
1522,Haines City Fire Department,FL,Polk,Haines City,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1523,Haines City Police Department,FL,Polk,Haines City,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1524,Hamilton County Sheriffs Office,FL,Hamilton,Jasper,NC,
1525,Hardee County Commissioners,FL,Hardee,Wauchula,NC,
1526,Hardee County Sheriffs Office,FL,Hardee,Wauchula,NC,
